review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC000167,"I have to say, the burger tasted stale, like it had been sitting out since the morning. As if that wasn't enough, my payment failed at checkout but the amount was still deducted from my account.",Food Quality,Medium,2,Negative
RC000168,"I really wanted to like this place, but the manager was aggressive and unprofessional when I asked for a resolution. This crossed a line and needs to be addressed urgently. Also, we had to ask staff to clean our table because it was left messy. I'm honestly considering filing a formal complaint over this.",Staff Behavior,Critical,1,Negative
RC000169,"From start to finish, I was really impressed with how well the butter chicken was prepared, cooked just right. Honestly, hard to find anything to complain about.",Food Quality,Low,5,Positive
RC000170,A cockroach crawled out from under our table while we were eating. It was a pretty disappointing visit overall.,Cleanliness Issue,High,2,Negative
RC000171,"My club sandwich had a weird sour taste that made me suspect it wasn't fresh anymore. It left me a bit disappointed, honestly. There was an off smell to the veg thali that made me think it wasn't fresh. It wasn't what I expected for the price I paid.",Food Quality,Medium,2,Negative
RC000172,"I have to say, a few small things added up to make the visit disappointing. It left me a bit disappointed, honestly. Nothing specific stood out as terrible, but the whole visit felt off. To make matters worse, my payment failed at checkout but the amount was still deducted from my account.",General Dissatisfaction,Medium,2,Negative
RC000173,"Not going to lie, I stood at the counter for several minutes before anyone even acknowledged me. I expected better, to be honest.",Staff Behavior,Medium,3,Neutral
RC000174,"I have to say, a cockroach crawled out from under our table while we were eating. I felt this was completely unacceptable and possibly dangerous. Adding to the frustration, we stood in line for ages with no updates on how much longer it would take. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC000175,"Not going to lie, the bread in my sushi roll was stale and hard, definitely not freshly made.",Food Quality,Medium,2,Negative
RC000176,"To be fair, there were barely any staff on shift, so everything moved at a crawl. Nothing major, but it did stand out a little.",Service Delay,Low,3,Neutral
RC000177,"I have to say, the amusement park had a musty smell that made it hard to enjoy the food. This really ruined the experience for us. Worse still, overall the experience at this coffee shop just felt underwhelming. Multiple things went wrong and it was exhausting.",Cleanliness Issue,High,2,Negative
RC000178,"I have to say, there were way more people than the space could comfortably handle. It definitely affected the overall experience. On top of that, nobody explained what was happening or why there was a delay. I expected better, to be honest.",General Dissatisfaction,Medium,2,Negative
RC000179,"The pasta tasted stale, like it had been sitting out since the morning.",Food Quality,Critical,1,Negative
RC000180,"The fried rice was undercooked and still pink/raw in the middle, which honestly worried me. Multiple things went wrong and it was exhausting.",Food Quality,High,1,Negative
RC000181,"Honestly, the manager refused to listen and was condescending throughout the conversation. I'm honestly considering filing a formal complaint over this. When I raised the issue, the manager was dismissive and even raised their voice at me. This felt like a genuine safety concern, not just bad service.",Staff Behavior,Critical,1,Negative
RC000182,"I have to say, the volume of the background music was way too high for a sit-down meal. Adding to the frustration, it looked like the eatery was severely understaffed last weekend, only one person was running the whole floor.",General Dissatisfaction,Medium,3,Negative
RC000183,"Honestly, service at this amusement park was painfully slow throughout the entire visit.",Service Delay,High,1,Negative
RC000184,"This was my first time here, and I have a nut allergy and the tacos came with nuts despite me mentioning it clearly. It wasn't what I expected for the price I paid. I specifically asked for no onions in my fish fillet but they added them anyway. It put a damper on what should've been a nice visit.",Food Quality,Medium,2,Negative
RC000185,Waitress was on their phone the entire time instead of attending to customers. I left feeling quite upset about the whole thing.,Staff Behavior,High,2,Negative
RC000186,"I really wanted to like this place, but the one of the servers handled food without gloves, which felt really unhygienic. This felt like a genuine safety concern, not just bad service. The overall hygiene standards at this supermarket were seriously lacking. In addition, nothing specific stood out as terrible, but the whole visit felt off. I am seriously considering never returning and warning others.",Cleanliness Issue,Critical,1,Negative
RC000187,"I was pleasantly surprised, great value for money, especially considering the portion sizes. We'll be back again for sure.",Pricing Issue,Low,5,Positive
RC000188,"I've visited a few times before, and the the receptionist seemed to be moving in slow motion, everything took twice as long as it should. This crossed a line and needs to be addressed urgently. On top of that, the total on the receipt didn't match what we actually ordered at all. I felt this was completely unacceptable and possibly dangerous.",Service Delay,Critical,1,Negative
RC000189,"Honestly, great customer service, one of the servers handled everything with a smile. We'll be back again for sure.",Staff Behavior,Low,5,Positive
RC000190,"I noticed several hygiene red flags, from dirty utensils to an unclean prep area. This felt like a genuine safety concern, not just bad service. To make matters worse, I found the behavior of the cashier to be quite unprofessional for a place like this. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
